"","Ensemble","Model","Data","Time","Temp"
"397","r1i1p1f1","ACCESS-CM2","Global",24287.25,286.896179199219
"398","r1i1p1f1","ACCESS-CM2","Global",24652.25,286.622253417969
"399","r1i1p1f1","ACCESS-CM2","Global",25017.25,286.850189208984
"400","r1i1p1f1","ACCESS-CM2","Global",25382.25,286.822540283203
"401","r1i1p1f1","ACCESS-CM2","Global",25748.25,286.763427734375
"402","r1i1p1f1","ACCESS-CM2","Global",26113.25,286.759338378906
"403","r1i1p1f1","ACCESS-CM2","Global",26478.25,286.6669921875
"404","r1i1p1f1","ACCESS-CM2","Global",26843.25,286.845031738281
"405","r1i1p1f1","ACCESS-CM2","Global",27209.25,286.886352539062
"406","r1i1p1f1","ACCESS-CM2","Global",27574.25,286.93505859375
"407","r1i1p1f1","ACCESS-CM2","Global",27939.25,286.843536376953
"408","r1i1p1f1","ACCESS-CM2","Global",28304.25,287.008941650391
"409","r1i1p1f1","ACCESS-CM2","Global",28670.25,286.952941894531
"410","r1i1p1f1","ACCESS-CM2","Global",29035.25,287.047149658203
"411","r1i1p1f1","ACCESS-CM2","Global",29400.25,286.947937011719
"412","r1i1p1f1","ACCESS-CM2","Global",29765.25,286.866180419922
"413","r1i1p1f1","ACCESS-CM2","Global",30131.25,287.021575927734
"414","r1i1p1f1","ACCESS-CM2","Global",30496.25,287.083068847656
"415","r1i1p1f1","ACCESS-CM2","Global",30861.25,287.290893554688
"416","r1i1p1f1","ACCESS-CM2","Global",31226.25,287.170501708984
"417","r1i1p1f1","ACCESS-CM2","Global",31592.25,287.194854736328
"418","r1i1p1f1","ACCESS-CM2","Global",31957.25,287.006988525391
"419","r1i1p1f1","ACCESS-CM2","Global",32322.25,287.065979003906
"420","r1i1p1f1","ACCESS-CM2","Global",32687.25,287.124328613281
"421","r1i1p1f1","ACCESS-CM2","Global",33053.25,287.101593017578
"422","r1i1p1f1","ACCESS-CM2","Global",33418.25,287.247985839844
"423","r1i1p1f1","ACCESS-CM2","Global",33783.25,287.155517578125
"424","r1i1p1f1","ACCESS-CM2","Global",34148.25,287.093811035156
"425","r1i1p1f1","ACCESS-CM2","Global",34514.25,287.181365966797
"426","r1i1p1f1","ACCESS-CM2","Global",34879.25,287.240264892578
"427","r1i1p1f1","ACCESS-CM2","Global",35244.25,287.142333984375
"428","r1i1p1f1","ACCESS-CM2","Global",35609.25,287.024169921875
"429","r1i1p1f1","ACCESS-CM2","Global",35975.25,287.022216796875
"430","r1i1p1f1","ACCESS-CM2","Global",36340.25,287.119018554688
"431","r1i1p1f1","ACCESS-CM2","Global",36705.25,286.938720703125
"432","r1i1p1f1","ACCESS-CM2","Global",37070.25,287.044067382812
"433","r1i1p1f1","ACCESS-CM2","Global",37436.25,287.093811035156
"434","r1i1p1f1","ACCESS-CM2","Global",37801.25,287.087951660156
"435","r1i1p1f1","ACCESS-CM2","Global",38166.25,287.018310546875
"436","r1i1p1f1","ACCESS-CM2","Global",38531.25,287.056213378906
"437","r1i1p1f1","ACCESS-CM2","Global",38897.25,286.949584960938
"438","r1i1p1f1","ACCESS-CM2","Global",39262.25,287.067901611328
"439","r1i1p1f1","ACCESS-CM2","Global",39627.25,287.037780761719
"440","r1i1p1f1","ACCESS-CM2","Global",39992.25,287.127471923828
"441","r1i1p1f1","ACCESS-CM2","Global",40358.25,287.186737060547
"442","r1i1p1f1","ACCESS-CM2","Global",40723.25,287.148071289062
"443","r1i1p1f1","ACCESS-CM2","Global",41088.25,287.070556640625
"444","r1i1p1f1","ACCESS-CM2","Global",41453.25,286.865020751953
"445","r1i1p1f1","ACCESS-CM2","Global",41819.25,286.784851074219
"446","r1i1p1f1","ACCESS-CM2","Global",42184.25,286.783325195312
"447","r1i1p1f1","ACCESS-CM2","Global",42549.25,286.770141601562
"448","r1i1p1f1","ACCESS-CM2","Global",42914.25,286.855010986328
"449","r1i1p1f1","ACCESS-CM2","Global",43280.25,287.025543212891
"450","r1i1p1f1","ACCESS-CM2","Global",43645.25,287.032135009766
"451","r1i1p1f1","ACCESS-CM2","Global",44010.25,286.968597412109
"452","r1i1p1f1","ACCESS-CM2","Global",44375.25,286.936004638672
"453","r1i1p1f1","ACCESS-CM2","Global",44741.25,287.027069091797
"454","r1i1p1f1","ACCESS-CM2","Global",45106.25,287.167694091797
"455","r1i1p1f1","ACCESS-CM2","Global",45471.25,286.977935791016
"456","r1i1p1f1","ACCESS-CM2","Global",45836.25,286.959869384766
"457","r1i1p1f1","ACCESS-CM2","Global",46202.25,287.048767089844
"458","r1i1p1f1","ACCESS-CM2","Global",46567.25,287.067840576172
"459","r1i1p1f1","ACCESS-CM2","Global",46932.25,287.060211181641
"460","r1i1p1f1","ACCESS-CM2","Global",47297.25,287.200531005859
"461","r1i1p1f1","ACCESS-CM2","Global",47663.25,287.054382324219
"462","r1i1p1f1","ACCESS-CM2","Global",48028.25,287.126831054688
"463","r1i1p1f1","ACCESS-CM2","Global",48393.25,287.077331542969
"464","r1i1p1f1","ACCESS-CM2","Global",48758.25,286.995208740234
"465","r1i1p1f1","ACCESS-CM2","Global",49124.25,287.11669921875
"466","r1i1p1f1","ACCESS-CM2","Global",49489.25,287.218963623047
"467","r1i1p1f1","ACCESS-CM2","Global",49854.25,287.343475341797
"468","r1i1p1f1","ACCESS-CM2","Global",50219.25,287.075225830078
"469","r1i1p1f1","ACCESS-CM2","Global",50585.25,287.076171875
"470","r1i1p1f1","ACCESS-CM2","Global",50950.25,287.246276855469
"471","r1i1p1f1","ACCESS-CM2","Global",51315.25,287.348175048828
"472","r1i1p1f1","ACCESS-CM2","Global",51680.25,287.284881591797
"473","r1i1p1f1","ACCESS-CM2","Global",52046.25,286.903076171875
"474","r1i1p1f1","ACCESS-CM2","Global",52411.25,287.020660400391
"475","r1i1p1f1","ACCESS-CM2","Global",52776.25,287.154357910156
"476","r1i1p1f1","ACCESS-CM2","Global",53141.25,287.194946289062
"477","r1i1p1f1","ACCESS-CM2","Global",53507.25,287.372192382812
"478","r1i1p1f1","ACCESS-CM2","Global",53872.25,287.242767333984
"479","r1i1p1f1","ACCESS-CM2","Global",54237.25,287.300048828125
"480","r1i1p1f1","ACCESS-CM2","Global",54602.25,287.415008544922
"481","r1i1p1f1","ACCESS-CM2","Global",54968.25,287.562438964844
"482","r1i1p1f1","ACCESS-CM2","Global",55333.25,287.454864501953
"483","r1i1p1f1","ACCESS-CM2","Global",55698.25,287.447479248047
"484","r1i1p1f1","ACCESS-CM2","Global",56063.25,287.622131347656
"485","r1i1p1f1","ACCESS-CM2","Global",56429.25,287.460113525391
"486","r1i1p1f1","ACCESS-CM2","Global",56794.25,287.553863525391
"487","r1i1p1f1","ACCESS-CM2","Global",57159.25,287.558959960938
"488","r1i1p1f1","ACCESS-CM2","Global",57524.25,287.404693603516
"489","r1i1p1f1","ACCESS-CM2","Global",57890.25,287.567504882812
"490","r1i1p1f1","ACCESS-CM2","Global",58255.25,287.505645751953
"491","r1i1p1f1","ACCESS-CM2","Global",58620.25,287.686584472656
"492","r1i1p1f1","ACCESS-CM2","Global",58985.25,287.808746337891
"493","r1i1p1f1","ACCESS-CM2","Global",59351.25,287.938079833984
"494","r1i1p1f1","ACCESS-CM2","Global",59716.25,287.660003662109
"495","r1i1p1f1","ACCESS-CM2","Global",60081.25,287.878784179688
